QUANTITYORDERED,SELLINGPRICE,SALES,ORDERDATE,STATUS,PRODUCTLINE,ACTUALPRICE,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,DEALSIZE
38,45.45,1727.1,10/22/2004 0:00,Shipped,Trucks and Buses,54,S32_2509,Canadian Gift Exchange Network,Vancouver,Canada,Small
38,100.0,8844.12,11/5/2004 0:00,Shipped,Trucks and Buses,54,S32_2509,Baane Mini Imports,Stavern,Norway,Large
40,60.6,2424.0,11/19/2004 0:00,Shipped,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
33,46.53,1535.49,12/1/2004 0:00,Shipped,Trucks and Buses,54,S32_2509,Muscle Machine Inc,NYC,USA,Small
36,100.0,6358.68,12/15/2004 0:00,Shipped,Trucks and Buses,54,S32_2509,Reims Collectables,Reims,France,Medium
20,66.47,1329.4,1/23/2005 0:00,Shipped,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
32,53.18,1701.76,2/22/2005 0:00,Shipped,Trucks and Buses,54,S32_2509,Euro Shopping Channel,Madrid,Spain,Small
36,62.77,2259.72,3/15/2005 0:00,Shipped,Trucks and Buses,54,S32_2509,Euro Shopping Channel,Madrid,Spain,Small
19,48.7,925.3,5/3/2005 0:00,Shipped,Trucks and Buses,54,S32_2509,Euro Shopping Channel,Madrid,Spain,Small
11,43.83,482.13,5/31/2005 0:00,In Process,Trucks and Buses,54,S32_2509,La Rochelle Gifts,Nantes,France,Small
49,65.87,3227.63,1/31/2003 0:00,Shipped,Trains,62,S32_3207,Euro Shopping Channel,Madrid,Spain,Medium
27,63.38,1711.26,4/11/2003 0:00,Shipped,Trains,62,S32_3207,Royale Belge,Charleroi,Belgium,Small
29,70.84,2054.36,6/3/2003 0:00,Shipped,Trains,62,S32_3207,Muscle Machine Inc,NYC,USA,Small
42,74.57,3131.94,8/8/2003 0:00,Shipped,Trains,62,S32_3207,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
33,50.95,1681.35,9/25/2003 0:00,Shipped,Trains,62,S32_3207,"Australian Gift Network, Co",South Brisbane,Australia,Small
44,53.44,2351.36,10/22/2003 0:00,Shipped,Trains,62,S32_3207,"Dragon Souveniers, Ltd.",Singapore,Singapore,Small
22,64.0,1408.0,11/6/2003 0:00,Shipped,Trains,62,S32_3207,L'ordine Souveniers,Reggio Emilia,Italy,Small
48,50.95,2445.6,11/14/2003 0:00,Shipped,Trains,62,S32_3207,"Iberia Gift Imports, Corp.",Sevilla,Spain,Small
33,54.68,1804.44,11/25/2003 0:00,Shipped,Trains,62,S32_3207,Mini Classics,White Plains,USA,Small
45,56.55,2544.75,12/9/2003 0:00,Shipped,Trains,62,S32_3207,Diecast Collectables,Boston,USA,Small
20,52.82,1056.4,2/12/2004 0:00,Shipped,Trains,62,S32_3207,"Clover Collections, Co.",Dublin,Ireland,Small
46,60.9,2801.4,3/15/2004 0:00,Shipped,Trains,62,S32_3207,"Blauer See Auto, Co.",Frankfurt,Germany,Small
40,49.71,1988.4,5/5/2004 0:00,Shipped,Trains,62,S32_3207,Suominen Souveniers,Espoo,Finland,Small
45,64.63,2908.35,7/20/2004 0:00,Shipped,Trains,62,S32_3207,Diecast Classics Inc.,Allentown,USA,Small
36,59.65,2147.4,8/20/2004 0:00,Shipped,Trains,62,S32_3207,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
31,67.73,2099.63,9/8/2004 0:00,Shipped,Trains,62,S32_3207,Land of Toys Inc.,NYC,USA,Small
46,50.33,2315.18,10/14/2004 0:00,Shipped,Trains,62,S32_3207,"AV Stores, Co.",Manchester,UK,Small
35,66.49,2327.15,10/22/2004 0:00,Shipped,Trains,62,S32_3207,Heintze Collectables,Aaarhus,Denmark,Small
28,100.0,5377.4,11/5/2004 0:00,Shipped,Trains,62,S32_3207,Baane Mini Imports,Stavern,Norway,Medium
31,84.71,2626.01,11/20/2004 0:00,Shipped,Trains,62,S32_3207,"La Corne D'abondance, Co.",Paris,France,Small
27,100.0,4406.4,12/2/2004 0:00,Shipped,Trains,62,S32_3207,Euro Shopping Channel,Madrid,Spain,Medium
22,100.0,4301.22,12/15/2004 0:00,Shipped,Trains,62,S32_3207,Reims Collectables,Reims,France,Medium
30,99.55,2986.5,1/23/2005 0:00,Shipped,Trains,62,S32_3207,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
44,36.07,1587.08,2/22/2005 0:00,Shipped,Trains,62,S32_3207,Euro Shopping Channel,Madrid,Spain,Small
30,60.28,1808.4,3/15/2005 0:00,Shipped,Trains,62,S32_3207,Euro Shopping Channel,Madrid,Spain,Small
24,49.71,1193.04,5/5/2005 0:00,Shipped,Trains,62,S32_3207,Gift Depot Inc.,Bridgewater,USA,Small
45,75.63,3403.35,1/29/2003 0:00,Shipped,Trucks and Buses,64,S32_3522,Baane Mini Imports,Stavern,Norway,Medium
23,68.52,1575.96,3/26/2003 0:00,Shipped,Trucks and Buses,64,S32_3522,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
26,62.7,1630.2,5/28/2003 0:00,Shipped,Trucks and Buses,64,S32_3522,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small
28,60.76,1701.28,7/24/2003 0:00,Shipped,Trucks and Buses,64,S32_3522,Technics Stores Inc.,Burlingame,USA,Small
49,58.18,2850.82,9/19/2003 0:00,Shipped,Trucks and Buses,64,S32_3522,"Dragon Souveniers, Ltd.",Singapore,Singapore,Small
49,54.94,2692.06,10/21/2003 0:00,Resolved,Trucks and Buses,64,S32_3522,Mini Auto Werke,Graz,Austria,Small
29,74.98,2174.42,11/6/2003 0:00,Shipped,Trucks and Buses,64,S32_3522,"Stylish Desk Decors, Co.",London,UK,Small
49,64.64,3167.36,11/13/2003 0:00,Shipped,Trucks and Buses,64,S32_3522,"Classic Gift Ideas, Inc",Philadelphia,USA,Medium
39,54.94,2142.66,11/25/2003 0:00,Shipped,Trucks and Buses,64,S32_3522,"Saveley & Henriot, Co.",Lyon,France,Small
36,58.82,2117.52,12/5/2003 0:00,Shipped,Trucks and Buses,64,S32_3522,Canadian Gift Exchange Network,Vancouver,Canada,Small
39,62.05,2419.95,2/4/2004 0:00,Shipped,Trucks and Buses,64,S32_3522,Handji Gifts& Co,Singapore,Singapore,Small
30,73.04,2191.2,3/11/2004 0:00,Shipped,Trucks and Buses,64,S32_3522,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
44,69.16,3043.04,5/4/2004 0:00,Shipped,Trucks and Buses,64,S32_3522,Super Scale Inc.,New Haven,USA,Medium
20,61.41,1228.2,6/15/2004 0:00,Shipped,Trucks and Buses,64,S32_3522,"Tokyo Collectables, Ltd",Minato-ku,Japan,Small
21,63.35,1330.35,7/19/2004 0:00,Shipped,Trucks and Buses,64,S32_3522,Souveniers And Things Co.,Chatswood,Australia,Small
36,77.57,2792.52,8/19/2004 0:00,Shipped,Trucks and Buses,64,S32_3522,Diecast Classics Inc.,Allentown,USA,Small
32,71.75,2296.0,9/8/2004 0:00,Shipped,Trucks and Buses,64,S32_3522,Scandinavian Gift Ideas,Boras,Sweden,Small
36,73.04,2629.44,10/11/2004 0:00,Shipped,Trucks and Buses,64,S32_3522,Auto Assoc. & Cie.,Versailles,France,Small
34,56.24,1912.16,10/22/2004 0:00,Shipped,Trucks and Buses,64,S32_3522,Canadian Gift Exchange Network,Vancouver,Canada,Small
48,100.0,8209.44,11/5/2004 0:00,Shipped,Trucks and Buses,64,S32_3522,Vitachrome Inc.,NYC,USA,Large
33,73.69,2431.77,11/18/2004 0:00,Shipped,Trucks and Buses,64,S32_3522,Mini Wheels Co.,San Francisco,USA,Small
31,100.0,3139.99,11/1/2004 0:00,Shipped,Trucks and Buses,64,S32_3522,"Corrida Auto Replicas, Ltd",Madrid,Spain,Medium
36,100.0,5669.64,12/10/2004 0:00,Shipped,Trucks and Buses,64,S32_3522,Euro Shopping Channel,Madrid,Spain,Medium
25,100.0,3160.25,1/20/2005 0:00,Shipped,Trucks and Buses,64,S32_3522,"Anna's Decorations, Ltd",North Sydney,Australia,Medium
48,100.0,6799.68,2/17/2005 0:00,Shipped,Trucks and Buses,64,S32_3522,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
27,69.16,1867.32,5/1/2005 0:00,Shipped,Trucks and Buses,64,S32_3522,Quebec Home Shopping Network,Montreal,Canada,Small
44,61.41,2702.04,5/31/2005 0:00,In Process,Trucks and Buses,64,S32_3522,Euro Shopping Channel,Madrid,Spain,Small
33,72.92,2406.36,2/17/2003 0:00,Shipped,Vintage Cars,68,S32_4289,Rovelli Gifts,Bergamo,Italy,Small
29,72.23,2094.67,4/29/2003 0:00,Shipped,Vintage Cars,68,S32_4289,"Australian Collectors, Co.",Melbourne,Australia,Small
49,57.1,2797.9,6/27/2003 0:00,Shipped,Vintage Cars,68,S32_4289,Euro Shopping Channel,Madrid,Spain,Small
20,81.86,1637.2,8/13/2003 0:00,Shipped,Vintage Cars,68,S32_4289,Royale Belge,Charleroi,Belgium,Small
31,73.61,2281.91,10/28/2003 0:00,Shipped,Vintage Cars,68,S32_4289,Technics Stores Inc.,Burlingame,USA,Small
39,59.16,2307.24,1/12/2004 0:00,Shipped,Vintage Cars,68,S32_4289,Osaka Souveniers Co.,Osaka,Japan,Small
20,66.04,1320.8,2/20/2004 0:00,Shipped,Vintage Cars,68,S32_4289,"Australian Collectors, Co.",Melbourne,Australia,Small
34,77.73,2642.82,4/2/2004 0:00,Shipped,Vintage Cars,68,S32_4289,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,Small
50,61.22,3061.0,5/11/2004 0:00,Shipped,Vintage Cars,68,S32_4289,The Sharp Gifts Warehouse,San Jose,USA,Medium
40,79.11,3164.4,6/24/2004 0:00,Cancelled,Vintage Cars,68,S32_4289,Euro Shopping Channel,Madrid,Spain,Medium
28,63.97,1791.16,7/23/2004 0:00,Shipped,Vintage Cars,68,S32_4289,La Rochelle Gifts,Nantes,France,Small
50,81.86,4093.0,8/21/2004 0:00,Shipped,Vintage Cars,68,S32_4289,"Norway Gifts By Mail, Co.",Oslo,Norway,Medium
28,79.8,2234.4,9/16/2004 0:00,Shipped,Vintage Cars,68,S32_4289,"Clover Collections, Co.",Dublin,Ireland,Small
46,66.04,3037.84,10/15/2004 0:00,Shipped,Vintage Cars,68,S32_4289,Mini Classics,White Plains,USA,Medium
24,59.16,1419.84,11/1/2004 0:00,Shipped,Vintage Cars,68,S32_4289,giftsbymail.co.uk,Cowes,UK,Small
24,81.17,1948.08,11/12/2004 0:00,Shipped,Vintage Cars,68,S32_4289,Rovelli Gifts,Bergamo,Italy,Small
39,59.16,2307.24,11/24/2004 0:00,Shipped,Vintage Cars,68,S32_4289,Enaco Distributors,Barcelona,Spain,Small
40,44.51,1780.4,12/4/2004 0:00,Shipped,Vintage Cars,68,S32_4289,Gift Ideas Corp.,Glendale,USA,Small
49,72.33,3544.17,12/17/2004 0:00,Shipped,Vintage Cars,68,S32_4289,Souveniers And Things Co.,Chatswood,Australia,Medium
44,82.26,3619.44,2/3/2005 0:00,Shipped,Vintage Cars,68,S32_4289,La Rochelle Gifts,Nantes,France,Medium
35,100.0,3918.95,3/3/2005 0:00,Shipped,Vintage Cars,68,S32_4289,FunGiftIdeas.com,New Bedford,USA,Medium
22,67.41,1483.02,3/30/2005 0:00,Shipped,Vintage Cars,68,S32_4289,Reims Collectables,Reims,France,Small
62,77.73,4819.26,4/3/2005 0:00,On Hold,Vintage Cars,68,S32_4289,Tekni Collectables Inc.,Newark,USA,Medium
26,61.22,1591.72,5/10/2005 0:00,Shipped,Vintage Cars,68,S32_4289,L'ordine Souveniers,Reggio Emilia,Italy,Small
31,100.0,3669.78,3/3/2003 0:00,Shipped,Motorcycles,102,S32_4485,Cruz & Sons Co.,Makati City,Philippines,Medium
25,86.74,2168.5,5/7/2003 0:00,Shipped,Motorcycles,102,S32_4485,Reims Collectables,Reims,France,Small
30,89.8,2694.0,7/2/2003 0:00,Shipped,Motorcycles,102,S32_4485,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
27,100.0,3251.34,8/25/2003 0:00,Shipped,Motorcycles,102,S32_4485,Toys4GrownUps.com,Pasadena,USA,Medium
23,100.0,2347.15,10/10/2003 0:00,Shipped,Motorcycles,102,S32_4485,Corporate Gift Ideas Co.,San Francisco,USA,Small
34,100.0,3920.88,11/4/2003 0:00,Shipped,Motorcycles,102,S32_4485,"Anna's Decorations, Ltd",North Sydney,Australia,Medium
22,100.0,2514.6,11/11/2003 0:00,Shipped,Motorcycles,102,S32_4485,Daedalus Designs Imports,Lille,France,Small
42,85.72,3600.24,11/19/2003 0:00,Shipped,Motorcycles,102,S32_4485,Euro Shopping Channel,Madrid,Spain,Medium
37,100.0,4040.03,1/15/2004 0:00,Shipped,Motorcycles,102,S32_4485,Auto Canal Petit,Paris,France,Medium
30,100.0,3336.9,2/21/2004 0:00,Shipped,Motorcycles,102,S32_4485,Daedalus Designs Imports,Lille,France,Medium
27,100.0,3113.64,4/5/2004 0:00,Shipped,Motorcycles,102,S32_4485,Vitachrome Inc.,NYC,USA,Medium
25,100.0,2832.0,5/26/2004 0:00,Shipped,Motorcycles,102,S32_4485,Auto Canal Petit,Paris,France,Small
34,97.97,3330.98,6/30/2004 0:00,Shipped,Motorcycles,102,S32_4485,Gifts4AllAges.com,Boston,USA,Medium
38,100.0,4304.64,8/2/2004 0:00,Shipped,Motorcycles,102,S32_4485,Online Mini Collectables,Brickhaven,USA,Medium
26,100.0,2600.26,8/27/2004 0:00,Shipped,Motorcycles,102,S32_4485,Marta's Replicas Co.,Cambridge,USA,Small
38,100.0,4382.16,9/30/2004 0:00,Shipped,Motorcycles,102,S32_4485,"Toys of Finland, Co.",Helsinki,Finland,Medium
50,84.7,4235.0,10/15/2004 0:00,Shipped,Motorcycles,102,S32_4485,Baane Mini Imports,Stavern,Norway,Medium
22,100.0,2626.8,11/3/2004 0:00,Shipped,Motorcycles,102,S32_4485,Microscale Inc.,NYC,USA,Small
32,100.0,5026.56,11/17/2004 0:00,Shipped,Motorcycles,102,S32_4485,Motor Mint Distributors Inc.,Philadelphia,USA,Medium
31,71.02,2201.62,11/24/2004 0:00,Shipped,Motorcycles,102,S32_4485,Salzburg Collectables,Salzburg,Austria,Small
40,100.0,4326.8,12/7/2004 0:00,Shipped,Motorcycles,102,S32_4485,Euro Shopping Channel,Madrid,Spain,Medium
22,100.0,3425.18,1/7/2005 0:00,Shipped,Motorcycles,102,S32_4485,Mini Creations Ltd.,New Bedford,USA,Medium
41,100.0,4701.88,2/3/2005 0:00,Shipped,Motorcycles,102,S32_4485,La Rochelle Gifts,Nantes,France,Medium
45,48.98,2204.1,3/4/2005 0:00,Shipped,Motorcycles,102,S32_4485,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
45,100.0,5189.4,4/8/2005 0:00,Shipped,Motorcycles,102,S32_4485,"UK Collectables, Ltd.",Liverpool,UK,Medium
39,40.15,1565.85,2/17/2003 0:00,Shipped,Vintage Cars,43,S50_1341,Rovelli Gifts,Bergamo,Italy,Small
49,50.62,2480.38,4/29/2003 0:00,Shipped,Vintage Cars,43,S50_1341,"Australian Collectors, Co.",Melbourne,Australia,Small
27,50.19,1355.13,6/27/2003 0:00,Shipped,Vintage Cars,43,S50_1341,Euro Shopping Channel,Madrid,Spain,Small
34,36.66,1246.44,8/10/2003 0:00,Shipped,Vintage Cars,43,S50_1341,Mini Creations Ltd.,New Bedford,USA,Small
20,41.02,820.4,10/8/2003 0:00,Shipped,Vintage Cars,43,S50_1341,Euro Shopping Channel,Madrid,Spain,Small
48,51.93,2492.64,10/28/2003 0:00,Shipped,Vintage Cars,43,S50_1341,Technics Stores Inc.,Burlingame,USA,Small
29,38.4,1113.6,12/1/2003 0:00,Shipped,Vintage Cars,43,S50_1341,West Coast Collectables Co.,Burbank,USA,Small
43,41.02,1763.86,1/12/2004 0:00,Shipped,Vintage Cars,43,S50_1341,Osaka Souveniers Co.,Osaka,Japan,Small
41,46.26,1896.66,2/20/2004 0:00,Shipped,Vintage Cars,43,S50_1341,"Australian Collectors, Co.",Melbourne,Australia,Small
41,35.35,1449.35,4/2/2004 0:00,Shipped,Vintage Cars,43,S50_1341,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,Small
36,51.93,1869.48,5/11/2004 0:00,Shipped,Vintage Cars,43,S50_1341,The Sharp Gifts Warehouse,San Jose,USA,Small
49,37.97,1860.53,6/24/2004 0:00,Cancelled,Vintage Cars,43,S50_1341,Euro Shopping Channel,Madrid,Spain,Small
38,45.39,1724.82,7/23/2004 0:00,Shipped,Vintage Cars,43,S50_1341,La Rochelle Gifts,Nantes,France,Small
33,51.93,1713.69,8/21/2004 0:00,Shipped,Vintage Cars,43,S50_1341,"Norway Gifts By Mail, Co.",Oslo,Norway,Small
26,48.44,1259.44,9/15/2004 0:00,Shipped,Vintage Cars,43,S50_1341,"Bavarian Collectables Imports, Co.",Munich,Germany,Small
47,43.64,2051.08,10/15/2004 0:00,Shipped,Vintage Cars,43,S50_1341,Mini Classics,White Plains,USA,Small
34,47.57,1617.38,11/1/2004 0:00,Shipped,Vintage Cars,43,S50_1341,giftsbymail.co.uk,Cowes,UK,Small
34,51.93,1765.62,11/12/2004 0:00,Shipped,Vintage Cars,43,S50_1341,Rovelli Gifts,Bergamo,Italy,Small
40,50.62,2024.8,11/24/2004 0:00,Shipped,Vintage Cars,43,S50_1341,Enaco Distributors,Barcelona,Spain,Small
40,82.21,3288.4,12/4/2004 0:00,Shipped,Vintage Cars,43,S50_1341,Gift Ideas Corp.,Glendale,USA,Medium
33,82.59,2725.47,12/17/2004 0:00,Shipped,Vintage Cars,43,S50_1341,Souveniers And Things Co.,Chatswood,Australia,Small
49,65.8,3224.2,2/3/2005 0:00,Shipped,Vintage Cars,43,S50_1341,La Rochelle Gifts,Nantes,France,Medium
27,100.0,3211.38,3/3/2005 0:00,Shipped,Vintage Cars,43,S50_1341,FunGiftIdeas.com,New Bedford,USA,Medium
49,36.66,1796.34,3/30/2005 0:00,Shipped,Vintage Cars,43,S50_1341,Reims Collectables,Reims,France,Small
56,35.35,1979.6,4/3/2005 0:00,On Hold,Vintage Cars,43,S50_1341,Tekni Collectables Inc.,Newark,USA,Small
37,51.93,1921.41,5/10/2005 0:00,Shipped,Vintage Cars,43,S50_1341,L'ordine Souveniers,Reggio Emilia,Italy,Small
33,100.0,3705.24,1/31/2003 0:00,Shipped,Trucks and Buses,115,S50_1392,Euro Shopping Channel,Madrid,Spain,Medium
27,100.0,2843.91,4/4/2003 0:00,Shipped,Trucks and Buses,115,S50_1392,Classic Legends Inc.,NYC,USA,Small
46,100.0,6176.42,6/3/2003 0:00,Shipped,Trucks and Buses,115,S50_1392,Muscle Machine Inc,NYC,USA,Medium
44,100.0,5500.44,8/1/2003 0:00,Shipped,Trucks and Buses,115,S50_1392,Suominen Souveniers,Espoo,Finland,Medium
26,100.0,3220.1,9/21/2003 0:00,Shipped,Trucks and Buses,115,S50_1392,"Oulu Toy Supplies, Inc.",Oulu,Finland,Medium
48,94.92,4556.16,10/22/2003 0:00,Shipped,Trucks and Buses,115,S50_1392,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium
23,100.0,3114.89,11/6/2003 0:00,Shipped,Trucks and Buses,115,S50_1392,L'ordine Souveniers,Reggio Emilia,Italy,Medium
45,100.0,4948.2,11/14/2003 0:00,Shipped,Trucks and Buses,115,S50_1392,"Iberia Gift Imports, Corp.",Sevilla,Spain,Medium
49,100.0,5161.17,11/25/2003 0:00,Shipped,Trucks and Buses,115,S50_1392,Mini Classics,White Plains,USA,Medium
28,94.92,2657.76,12/9/2003 0:00,Shipped,Trucks and Buses,115,S50_1392,Diecast Collectables,Boston,USA,Small
37,100.0,3983.05,2/12/2004 0:00,Shipped,Trucks and Buses,115,S50_1392,"Clover Collections, Co.",Dublin,Ireland,Medium
34,100.0,3974.94,3/15/2004 0:00,Shipped,Trucks and Buses,115,S50_1392,"Blauer See Auto, Co.",Frankfurt,Germany,Medium
22,100.0,2928.42,5/5/2004 0:00,Shipped,Trucks and Buses,115,S50_1392,Euro Shopping Channel,Madrid,Spain,Small
29,100.0,3054.57,6/15/2004 0:00,Shipped,Trucks and Buses,115,S50_1392,Handji Gifts& Co,Singapore,Singapore,Medium
34,98.39,3345.26,7/20/2004 0:00,Shipped,Trucks and Buses,115,S50_1392,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
38,100.0,4310.72,8/20/2004 0:00,Shipped,Trucks and Buses,115,S50_1392,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
41,100.0,4983.14,9/8/2004 0:00,Shipped,Trucks and Buses,115,S50_1392,Land of Toys Inc.,NYC,USA,Medium
42,100.0,4618.32,10/13/2004 0:00,Shipped,Trucks and Buses,115,S50_1392,Marta's Replicas Co.,Cambridge,USA,Medium
28,100.0,3403.12,10/22/2004 0:00,Shipped,Trucks and Buses,115,S50_1392,Heintze Collectables,Aaarhus,Denmark,Medium
38,100.0,5190.42,11/5/2004 0:00,Shipped,Trucks and Buses,115,S50_1392,Baane Mini Imports,Stavern,Norway,Medium
23,100.0,3141.57,11/20/2004 0:00,Shipped,Trucks and Buses,115,S50_1392,"La Corne D'abondance, Co.",Paris,France,Medium
31,71.4,2213.4,12/2/2004 0:00,Shipped,Trucks and Buses,115,S50_1392,Euro Shopping Channel,Madrid,Spain,Small
46,100.0,4896.7,12/15/2004 0:00,Shipped,Trucks and Buses,115,S50_1392,Reims Collectables,Reims,France,Medium
48,56.55,2714.4,1/23/2005 0:00,Shipped,Trucks and Buses,115,S50_1392,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
29,100.0,3087.05,2/22/2005 0:00,Shipped,Trucks and Buses,115,S50_1392,Euro Shopping Channel,Madrid,Spain,Medium
46,100.0,5692.96,3/17/2005 0:00,Shipped,Trucks and Buses,115,S50_1392,Lyon Souveniers,Paris,France,Medium
26,100.0,3460.86,5/3/2005 0:00,Shipped,Trucks and Buses,115,S50_1392,Euro Shopping Channel,Madrid,Spain,Medium
18,100.0,1895.94,5/31/2005 0:00,In Process,Trucks and Buses,115,S50_1392,La Rochelle Gifts,Nantes,France,Small
32,53.31,1705.92,1/31/2003 0:00,Shipped,Trains,58,S50_1514,Euro Shopping Channel,Madrid,Spain,Small
21,49.21,1033.41,4/16/2003 0:00,Shipped,Trains,58,S50_1514,"Dragon Souveniers, Ltd.",Singapore,Singapore,Small
46,69.12,3179.52,6/3/2003 0:00,Shipped,Trains,58,S50_1514,Muscle Machine Inc,NYC,USA,Medium
42,49.79,2091.18,8/8/2003 0:00,Shipped,Trains,58,S50_1514,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
31,57.41,1779.71,9/28/2003 0:00,Shipped,Trains,58,S50_1514,Euro Shopping Channel,Madrid,Spain,Small
38,66.78,2537.64,10/22/2003 0:00,Shipped,Trains,58,S50_1514,"Dragon Souveniers, Ltd.",Singapore,Singapore,Small
38,64.44,2448.72,11/6/2003 0:00,Shipped,Trains,58,S50_1514,L'ordine Souveniers,Reggio Emilia,Italy,Small
20,48.62,972.4,11/14/2003 0:00,Shipped,Trains,58,S50_1514,Mini Creations Ltd.,New Bedford,USA,Small
46,62.09,2856.14,11/26/2003 0:00,Shipped,Trains,58,S50_1514,Super Scale Inc.,New Haven,USA,Small
30,65.61,1968.3,1/2/2004 0:00,Shipped,Trains,58,S50_1514,"Saveley & Henriot, Co.",Lyon,France,Small
30,68.54,2056.2,2/12/2004 0:00,Shipped,Trains,58,S50_1514,"Clover Collections, Co.",Dublin,Ireland,Small
43,52.14,2242.02,3/15/2004 0:00,Shipped,Trains,58,S50_1514,"Blauer See Auto, Co.",Frankfurt,Germany,Small
49,63.85,3128.65,5/5/2004 0:00,Shipped,Trains,58,S50_1514,Suominen Souveniers,Espoo,Finland,Medium
43,56.82,2443.26,7/20/2004 0:00,Shipped,Trains,58,S50_1514,Diecast Classics Inc.,Allentown,USA,Small
37,66.78,2470.86,8/20/2004 0:00,Shipped,Trains,58,S50_1514,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
35,55.07,1927.45,9/8/2004 0:00,Shipped,Trains,58,S50_1514,Land of Toys Inc.,NYC,USA,Small
34,60.34,2051.56,10/14/2004 0:00,Shipped,Trains,58,S50_1514,"AV Stores, Co.",Manchester,UK,Small
38,61.51,2337.38,10/22/2004 0:00,Shipped,Trains,58,S50_1514,Heintze Collectables,Aaarhus,Denmark,Small
44,100.0,5932.96,11/5/2004 0:00,Shipped,Trains,58,S50_1514,Baane Mini Imports,Stavern,Norway,Medium
21,100.0,2296.77,11/21/2004 0:00,Shipped,Trains,58,S50_1514,Classic Legends Inc.,NYC,USA,Small
44,100.0,6490.88,12/2/2004 0:00,Shipped,Trains,58,S50_1514,Euro Shopping Channel,Madrid,Spain,Medium
25,64.93,1623.25,12/15/2004 0:00,Shipped,Trains,58,S50_1514,Reims Collectables,Reims,France,Small
24,58.58,1405.92,1/26/2005 0:00,Shipped,Trains,58,S50_1514,"Tokyo Collectables, Ltd",Minato-ku,Japan,Small
38,60.06,2282.28,2/22/2005 0:00,Shipped,Trains,58,S50_1514,Euro Shopping Channel,Madrid,Spain,Small
45,100.0,8977.05,3/17/2005 0:00,Shipped,Trains,58,S50_1514,Lyon Souveniers,Paris,France,Large
51,63.85,3256.35,5/5/2005 0:00,Shipped,Trains,58,S50_1514,Gift Depot Inc.,Bridgewater,USA,Medium
34,82.99,2821.66,3/3/2003 0:00,Shipped,Motorcycles,81,S50_4713,Cruz & Sons Co.,Makati City,Philippines,Small
44,74.85,3293.4,5/7/2003 0:00,Shipped,Motorcycles,81,S50_4713,Reims Collectables,Reims,France,Medium
44,96.0,4224.0,7/2/2003 0:00,Shipped,Motorcycles,81,S50_4713,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
38,81.36,3091.68,8/25/2003 0:00,Shipped,Motorcycles,81,S50_4713,Toys4GrownUps.com,Pasadena,USA,Medium
31,71.6,2219.6,10/10/2003 0:00,Shipped,Motorcycles,81,S50_4713,Corporate Gift Ideas Co.,San Francisco,USA,Small
48,80.55,3866.4,11/4/2003 0:00,Shipped,Motorcycles,81,S50_4713,"Anna's Decorations, Ltd",North Sydney,Australia,Medium
21,93.56,1964.76,11/11/2003 0:00,Shipped,Motorcycles,81,S50_4713,Daedalus Designs Imports,Lille,France,Small
40,66.72,2668.8,11/19/2003 0:00,Shipped,Motorcycles,81,S50_4713,Euro Shopping Channel,Madrid,Spain,Small
40,80.55,3222.0,1/15/2004 0:00,Shipped,Motorcycles,81,S50_4713,Auto Canal Petit,Paris,France,Medium
50,77.29,3864.5,2/21/2004 0:00,Shipped,Motorcycles,81,S50_4713,Daedalus Designs Imports,Lille,France,Medium
20,68.34,1366.8,4/5/2004 0:00,Shipped,Motorcycles,81,S50_4713,Vitachrome Inc.,NYC,USA,Small
48,72.41,3475.68,5/26/2004 0:00,Shipped,Motorcycles,81,S50_4713,Auto Canal Petit,Paris,France,Medium
47,89.5,4206.5,6/30/2004 0:00,Shipped,Motorcycles,81,S50_4713,Gifts4AllAges.com,Boston,USA,Medium
21,70.78,1486.38,8/2/2004 0:00,Shipped,Motorcycles,81,S50_4713,Online Mini Collectables,Brickhaven,USA,Small
39,78.92,3077.88,8/27/2004 0:00,Shipped,Motorcycles,81,S50_4713,Marta's Replicas Co.,Cambridge,USA,Medium
44,80.55,3544.2,9/30/2004 0:00,Shipped,Motorcycles,81,S50_4713,"Toys of Finland, Co.",Helsinki,Finland,Medium
28,88.68,2483.04,10/15/2004 0:00,Shipped,Motorcycles,81,S50_4713,Baane Mini Imports,Stavern,Norway,Small
