Name,Average User Rating,User Rating Count,Price,In-app Purchases,Developer,Age Rating,Languages,Size,Genres,Original Release Date,Current Version Release Date
Shopping Mall Construction 3D,0.0,0.0,0.0,"(0.0,)",Gulfam Asghar,4+,"('EN',)",241788928.0,"('Games', 'Simulation', 'Entertainment', 'Strategy')",2017-12-21,2017-12-21
Last Zombie Hunter,0.0,0.0,0.0,"(3.99, 1.99)",Etorki Games SL,9+,"('ZH', 'EN', 'ES')",124921856.0,"('Games', 'Adventure', 'Entertainment', 'Strategy')",2018-04-01,2018-01-29
Kakuro Endless,4.5,138.0,0.0,"(0.0,)",John Detloff,4+,"('EN',)",90961920.0,"('Games', 'Strategy', 'Puzzle')",2017-12-21,2018-10-15
Building Time!,4.5,16.0,0.0,"(0.0,)",Newt Studio,4+,"('EN',)",225717248.0,"('Games', 'Simulation', 'Entertainment', 'Strategy')",2018-10-01,2018-01-16
Retro Matrix Puzzle,0.0,0.0,0.0,"(1.99,)",huihui Chen,4+,"('EN',)",54765568.0,"('Games', 'Puzzle', 'Lifestyle', 'Strategy')",2017-12-22,2018-01-16
Tic Tac Toe : Multi Level Game,0.0,0.0,0.0,"(0.0,)",Chirag Finaviya,4+,"('EN',)",60689408.0,"('Games', 'Board', 'Strategy')",2017-12-20,2018-12-18
Zlax.io Zombs Luv Ax,4.5,20.0,0.0,"(0.0,)",Alictus,4+,"('EN',)",115410944.0,"('Games', 'Action', 'Strategy')",2018-11-01,2018-05-05
Six Match,5.0,32.0,0.0,"(1.99,)",Aaron Steed,4+,"('EN',)",86605824.0,"('Games', 'Puzzle', 'Strategy')",2018-12-01,2018-05-31
Crazy City Traffic Simulator,0.0,0.0,0.0,"(0.0,)",Rameez Anjum,4+,"('EN',)",23371776.0,"('Games', 'Entertainment', 'Strategy', 'Adventure')",2017-12-22,2019-01-04
Zombie Prison Escape,3.0,11.0,0.0,"(0.0,)",Kinga Gizzi,12+,"('EN',)",63667200.0,"('Games', 'Action', 'Strategy')",2017-12-22,2017-12-22
Tiny Family Farm Builder Sim,0.0,0.0,0.0,"(0.0,)",Gulfam Asghar,4+,"('EN',)",223782912.0,"('Games', 'Strategy', 'Entertainment', 'Simulation')",2018-12-31,2018-12-31
Tunnel Highway: Build & Cargo,0.0,0.0,0.0,"(0.0,)",Gulfam Asghar,4+,"('EN',)",174930944.0,"('Games', 'Entertainment', 'Simulation', 'Strategy')",2017-12-28,2017-12-28
Tilted Family,0.0,0.0,0.0,"(0.99, 1.99, 2.99)",Tilted Games,12+,"('ZH', 'EN', 'FR', 'DE', 'IT', 'JA', 'KO', 'PL', 'PT', 'RU', 'ES', 'TR')",244614144.0,"('Games', 'Entertainment', 'Card', 'Strategy')",2019-11-03,2019-11-03
Ancient Genocide,0.0,0.0,1.99,"(0.0,)",Simon Schubert,12+,"('EN',)",98652160.0,"('Games', 'Strategy')",2018-12-21,2019-05-02
Type Defense: Write and Fight!,0.0,0.0,0.0,"(0.99,)",Nevzat Goksan Guner,12+,"('EN',)",98553856.0,"('Games', 'Strategy', 'Word')",2018-01-22,2018-01-25
Kiss my Score|friendly betting,4.5,109.0,0.0,"(0.99, 0.99, 2.99)",Build Up Labs,12+,"('EN',)",38180864.0,"('Sports', 'Strategy', 'Sports', 'Games')",2018-11-01,2019-02-14
Santa Town Adventure,0.0,0.0,0.0,"(0.0,)",Qiaoling Zhang,4+,"('EN', 'ZH')",27417600.0,"('Games', 'Strategy', 'Puzzle')",2017-12-28,2017-12-28
Epic & Magic,4.0,437.0,0.0,"(4.99, 19.99, 0.99, 99.99, 19.99, 9.99, 19.99, 49.99)","Shenzhen Zhangwang Technology Co.,Ltd.",12+,"('EN',)",588870656.0,"('Games', 'Strategy', 'Entertainment', 'Role Playing')",2018-07-09,2018-06-11
Th\u1ea7n V\u01b0\u01a1ng Mobile,0.0,0.0,0.0,"(0.0,)",OneWorld JSC,12+,"('EN',)",895594496.0,"('Games', 'Entertainment', 'Action', 'Strategy')",2018-12-10,2018-12-10
WW2 : Battle for Stalingrad,4.0,9.0,0.0,"(2.99, 1.99, 0.99, 4.99, 0.99, 3.99)",Immanitas Entertainment GmbH,9+,"('EN',)",58249216.0,"('Games', 'Adventure', 'Strategy')",2018-06-04,2018-06-04
Pen Boom,0.0,0.0,0.0,"(0.99,)",Aleksandr Krasyuk,4+,"('EN',)",389276672.0,"('Games', 'Strategy', 'Casual')",2018-06-15,2018-11-07
Cento!,0.0,0.0,0.0,"(0.0,)",Cristian Amato,4+,"('EN',)",8623104.0,"('Games', 'Entertainment', 'Strategy', 'Puzzle')",2017-12-28,2017-12-28
Planet Scramble,0.0,0.0,0.0,"(0.0,)",Delmar Stockwell,4+,"('EN',)",21165056.0,"('Games', 'Action', 'Strategy')",2017-12-28,2018-02-13
13 Balls,0.0,0.0,1.99,"(0.99,)",Bimza LLC,4+,"('EN',)",22196224.0,"('Games', 'Casual', 'Strategy', 'Entertainment')",2018-01-01,2018-01-13
Realm Battle: Rival Kingdoms,4.0,10.0,0.0,"(2.99, 9.99, 0.99, 9.99, 0.99, 9.99, 14.99)",Giang Tran,9+,"('EN', 'VI')",981265408.0,"('Games', 'Role Playing', 'Entertainment', 'Strategy')",2018-02-01,2018-05-19
Hexa Code,0.0,0.0,0.0,"(0.0,)",ze bai,4+,"('EN',)",64557056.0,"('Games', 'Strategy', 'Entertainment', 'Puzzle')",2018-04-01,2018-01-23
Kopi Game,0.0,0.0,0.0,"(0.0,)",Lokann Pte Ltd,4+,"('EN',)",12918784.0,"('Games', 'Strategy', 'Board')",2018-01-25,2018-01-25
Infinity Dungeon 2,3.5,5.0,0.0,"(4.99,)",Dai-Hyun Kwon,9+,"('EN', 'FR', 'DE', 'JA', 'KO', 'PT', 'RU', 'ZH', 'ZH')",48697344.0,"('Games', 'Strategy', 'Entertainment', 'Role Playing')",2018-10-02,2019-07-24
Apotheosis Heroes,4.0,13.0,0.0,"(0.99, 8.99, 4.99, 19.99, 14.99, 3.99, 99.99, 54.99, 30.99)",Hydra Entertainment Limited,9+,"('AR', 'BN', 'BG', 'CA', 'ZH', 'HR', 'CS', 'DA', 'NL', 'EN', 'FI', 'FR', 'DE', 'EL', 'GU', 'HE', 'HI', 'HU', 'ID', 'IT', 'JA', 'KN', 'KO', 'LV', 'MS', 'ML', 'MR', 'NB', 'FA', 'PL', 'PT', 'PA', 'RO', 'RU', 'ZH', 'SK', 'SL', 'ES', 'SV', 'TA', 'TE', 'TH', 'ZH', 'TR', 'UK', 'VI')",161560576.0,"('Games', 'Strategy', 'Role Playing')",2018-03-28,2018-04-21
Feed The Camel,0.0,0.0,0.0,"(0.0,)",RajCOMP Info Services Ltd.,4+,"('EN',)",109254656.0,"('Games', 'Strategy', 'Entertainment', 'Casual')",2018-01-02,2018-04-25
Empire Warriors: Tower Defense,4.5,823.0,0.0,"(9.99, 9.99, 4.99, 4.99, 16.99, 14.99, 9.99, 9.99, 4.99, 6.99)",Zitga,9+,"('ZH', 'NL', 'EN', 'FR', 'DE', 'ID', 'IT', 'JA', 'KO', 'PT', 'RU', 'ES', 'TH', 'VI')",275948544.0,"('Games', 'Entertainment', 'Action', 'Strategy')",2018-01-31,2019-02-08
Rajasthan Pic Puzzle,0.0,0.0,0.0,"(0.0,)",RajCOMP Info Services Ltd.,4+,"('EN',)",127014912.0,"('Games', 'Puzzle', 'Strategy', 'Entertainment')",2018-02-02,2018-03-17
Call of Thrones,4.5,110.0,0.0,"(0.99, 4.99, 0.99, 0.99, 4.99, 4.99, 4.99, 4.99, 4.99, 4.99)",Gamepip,12+,"('NL', 'EN', 'FR', 'DE', 'IT', 'JA', 'KO', 'PT', 'RU', 'ZH', 'ES', 'TH', 'ZH', 'VI')",181364736.0,"('Games', 'Strategy')",2018-03-28,2019-01-31
Yam3a Group,0.0,0.0,0.0,"(0.0,)",Hassan Fairouz,4+,"('EN',)",121640960.0,"('Games', 'Strategy', 'Utilities', 'Board')",2018-02-15,2018-02-15
Tic Tac Pets,0.0,0.0,0.0,"(0.0,)",Kevin Cramp,4+,"('EN',)",38773760.0,"('Games', 'Strategy', 'Entertainment', 'Family')",2018-01-02,2018-02-16
MNARH,4.5,24.0,0.0,"(0.0,)",Joshua Paulsen,4+,"('EN',)",31726592.0,"('Games', 'Strategy', 'Casual')",2018-03-01,2019-10-07
\u25b2 SHAPES,4.5,450.0,0.0,"(1.99, 3.99, 5.99, 19.99, 9.99)",WebAvenue Unipessoal Lda,4+,"('EN',)",124673024.0,"('Games', 'Strategy', 'Puzzle')",2018-01-26,2018-05-31
Bud Farm: 420,4.5,1990.0,0.0,"(4.99, 2.99, 1.99, 9.99, 4.99, 19.99, 4.99, 9.99, 3.99, 49.99)",LDRLY,17+,"('EN',)",281435136.0,"('Games', 'Strategy', 'Simulation')",2018-10-26,2019-06-27
Wolf Band - Tactics War,0.0,0.0,0.0,"(0.0,)",Alena Zaytseva,9+,"('EN',)",122209280.0,"('Games', 'Strategy')",2018-03-27,2018-03-27
Paint The Wall,0.0,0.0,0.0,"(0.0,)",Federico Jordan,4+,"('EN',)",58252288.0,"('Games', 'Strategy')",2018-04-01,2018-04-01
21 Twigs,0.0,0.0,0.0,"(0.0,)",Twin Leaf Entertainment LLC,4+,"('EN',)",61785088.0,"('Games', 'Strategy', 'Puzzle')",2017-12-29,2018-01-24
Air_Defence,0.0,0.0,0.0,"(0.0,)",YanJie Peng,9+,"('EN',)",11876352.0,"('Games', 'Strategy', 'Casual')",2018-05-01,2018-02-28
Call Baby,3.5,22.0,0.0,"(0.0,)",Tien Tran Thanh,4+,"('EN',)",27499520.0,"('Games', 'Lifestyle', 'Family', 'Strategy')",2018-01-01,2018-03-03
Starlight Weaponaire,0.0,0.0,0.0,"(9.99, 4.99, 9.99, 7.99)","Escape Hatch Entertainment, LLC",9+,"('EN',)",498539520.0,"('Games', 'Strategy', 'Simulation')",2018-06-06,2018-06-19
Cubor,4.0,166.0,0.0,"(2.49, 2.49, 1.99)",Bending Spoons Apps IVS,4+,"('EN',)",53308416.0,"('Games', 'Strategy', 'Puzzle')",2018-02-14,2019-06-17
Tik Tak To \u2219,5.0,10.0,0.0,"(0.0,)",Ethan Christensen,4+,"('EN',)",40275968.0,"('Games', 'Family', 'Strategy', 'Entertainment')",2018-12-10,2018-12-10
HackCell,4.0,90.0,0.0,"(2.99, 0.99, 3.99, 0.99, 0.99, 0.99, 0.99)",111%,4+,"('EN',)",153886720.0,"('Games', 'Casual', 'Entertainment', 'Strategy')",2018-01-16,2018-05-04
Block survival strike 3D,4.5,10.0,0.0,"(2.99, 9.99, 4.99)",Nguyet Tran,12+,"('EN',)",227211264.0,"('Games', 'Strategy', 'Casual')",2018-03-01,2019-12-04
PUBG MOBILE,4.5,711409.0,0.0,"(0.99, 9.99, 0.99, 9.99, 24.99, 4.99, 2.99, 99.99, 49.99, 9.99, 2.99, 0.99)",Tencent Mobile International Limited,17+,"('ZH', 'EN', 'FR', 'DE', 'ID', 'PT', 'RU', 'ZH', 'ES', 'TH', 'ZH', 'TR')",2384081920.0,"('Games', 'Action', 'Strategy')",2018-03-19,2019-12-06
SeaNumbers,0.0,0.0,2.99,"(0.0,)",Swiss Digital AG,4+,"('EN', 'DE')",478734336.0,"('Education', 'Family', 'Strategy', 'Games')",2019-02-19,2019-02-19
Star Brawl - \u661f\u7a7a\u6218\u8230\u5bf9\u6218\u7b56\u7565\u79f0\u9738,0.0,0.0,0.0,"(0.99, 9.99, 1.99, 1.99, 0.99, 2.99, 0.99)",zhou zhimeng,4+,"('EN',)",313062400.0,"('Games', 'Simulation', 'Strategy', 'Entertainment')",2018-08-02,2019-02-18
Combat Troopers Star Bug Wars,4.5,34.0,0.0,"(0.0,)",Drew Scrimshaw,12+,"('EN',)",130838528.0,"('Games', 'Action', 'Strategy')",2018-02-01,2018-02-01
Loop Hit,5.0,8.0,0.0,"(0.0,)",Addictive Substance LLC,4+,"('EN',)",64177152.0,"('Games', 'Strategy', 'Casual')",2018-09-01,2018-09-01
Merch Mania,5.0,57.0,0.0,"(9.99, 14.99, 0.99, 2.99, 4.99, 4.99, 6.99, 4.99)","""Don't Blink Studios""",4+,"('EN',)",130755584.0,"('Games', 'Strategy', 'Simulation')",2018-01-31,2018-07-02
BW Simple Multiplication Table,0.0,0.0,0.0,"(0.0,)",Brian Wisniewski,4+,"('EN',)",13679616.0,"('Business', 'Games', 'Word', 'Strategy')",2018-02-01,2018-02-01
Hungry Burger,0.0,0.0,0.0,"(0.0,)",Pierre Lorenzini,4+,"('EN',)",21369856.0,"('Games', 'Family', 'Strategy')",2018-07-22,2018-07-22
Farm Game,0.0,0.0,0.99,"(0.0,)",PENDYLUM INC,4+,"('EN',)",69340160.0,"('Games', 'Strategy')",2018-02-01,2018-04-12
Tic Tac Toe - Epic,0.0,0.0,0.0,"(0.0,)",Arshad TP,4+,"('AR', 'EN', 'FR', 'DE', 'RU', 'ZH', 'ZH')",19601408.0,"('Games', 'Strategy', 'Board', 'Entertainment')",2018-03-01,2019-07-31
American Diesel Trains,4.5,54.0,0.0,"(3.99, 0.99, 0.99, 2.99, 16.99, 0.99, 2.99)",Cezary Tomczak,4+,"('CS', 'DA', 'NL', 'EN', 'FI', 'FR', 'DE', 'EL', 'HE', 'ID', 'IT', 'JA', 'KO', 'MS', 'NB', 'PL', 'PT', 'RU', 'ZH', 'ES', 'SV', 'TH', 'ZH', 'TR', 'VI')",89515008.0,"('Games', 'Strategy', 'Simulation')",2018-05-01,2019-01-17
Shoot It - 3D,0.0,0.0,0.0,"(0.0,)",Mohammad El khatib,4+,"('EN',)",246830080.0,"('Games', 'Strategy')",2018-01-15,2018-02-14
Spin Monster,0.0,0.0,0.0,"(0.0,)",Liu ShunE,4+,"('EN',)",50456576.0,"('Games', 'Strategy', 'Puzzle')",2018-10-01,2018-04-03
Pocket City,4.5,1966.0,3.99,"(0.0,)",Codebrew Games Inc.,9+,"('EN',)",26976256.0,"('Games', 'Strategy', 'Simulation')",2018-07-08,2019-07-18
Wooden Block Puzzle - Extreme,4.5,10.0,0.0,"(0.0,)",shaobin wu,4+,"('CA', 'CS', 'DA', 'NL', 'EN', 'FI', 'FR', 'DE', 'EL', 'HE', 'HU', 'IT', 'JA', 'KO', 'NB', 'PL', 'PT', 'RO', 'RU', 'ZH', 'SK', 'ES', 'SV', 'ZH', 'TR')",25974784.0,"('Games', 'Puzzle', 'Strategy')",2018-06-01,2018-06-01
Robot Warrior Tower Defense,0.0,0.0,0.0,"(0.99, 0.99, 1.99)",Ashfaq Ahmad,12+,"('EN',)",217459712.0,"('Games', 'Action', 'Strategy', 'Entertainment')",2018-01-18,2018-01-18
King Arthur Tower Defense,0.0,0.0,0.0,"(0.0,)",Salvador Sevillano,9+,"('EN',)",198403072.0,"('Games', 'Action', 'Strategy')",2018-03-01,2018-03-01
DotSpace,0.0,0.0,0.0,"(0.0,)",Stephen Samuelsen,4+,"('EN',)",55563264.0,"('Lifestyle', 'Strategy', 'Puzzle', 'Games')",2018-02-20,2018-02-20
Tenz!,0.0,0.0,0.0,"(0.0,)",Melvin Hung,4+,"('EN',)",45687808.0,"('Games', 'Strategy', 'Puzzle')",2018-03-01,2018-03-01
Target Four,0.0,0.0,0.0,"(0.0,)",Gerhard Lentschik,4+,"('EN', 'DE')",39049216.0,"('Games', 'Board', 'Entertainment', 'Strategy')",2018-02-01,2018-07-01
Dancing Line Bounce Ballz,0.0,0.0,0.0,"(0.0,)",Shiv Technolabs Private Limited,4+,"('EN',)",69161984.0,"('Games', 'Entertainment', 'Strategy', 'Casual')",2018-02-01,2018-02-01
Remember It Super Bikes Match,0.0,0.0,0.99,"(0.0,)",Added Entertainment Ltd,4+,"('EN',)",90278912.0,"('Entertainment', 'Strategy', 'Puzzle', 'Games')",2018-09-03,2018-11-28
Magic Brick Wars,5.0,308.0,0.0,"(4.99, 4.99, 9.99, 3.99, 1.99, 5.99, 19.99, 4.99, 4.99, 0.99)",Halfbrick Studios,12+,"('ZH', 'EN', 'PT')",263804928.0,"('Games', 'Role Playing', 'Strategy')",2018-12-20,2019-06-24
Rabies War Room,0.0,0.0,0.0,"(0.0,)",ProGaming,4+,"('EN',)",174081024.0,"('Games', 'Simulation', 'Strategy')",2018-05-01,2018-01-22
Guess Number ( Bulls & Cows ),0.0,0.0,0.0,"(0.0,)",Huseyin Kocaman,4+,"('EN', 'TR')",43870208.0,"('Education', 'Games', 'Puzzle', 'Strategy')",2018-04-01,2018-12-09
Phantom Signal,0.0,0.0,1.99,"(0.0,)",Aleksandr Kolodochko,4+,"('EN', 'FR', 'DE', 'RU')",336491520.0,"('Games', 'Strategy')",2018-04-22,2018-05-29
Call of War: Multiplayer RTS,4.5,1580.0,0.0,"(8.99, 1.99, 3.99, 17.99, 26.99, 44.99, 89.99, 4.99, 4.99, 26.99)",Bytro Labs GmbH,12+,"('EN',)",31551488.0,"('Games', 'Strategy', 'Entertainment', 'Simulation')",2018-03-19,2019-10-07
Fall of Reich: World War Blitz,4.5,43.0,0.0,"(1.99, 0.99, 6.99, 3.99, 12.99, 25.99)",Zhongnan Ma,12+,"('EN', 'ZH')",70109184.0,"('Games', 'Casual', 'Strategy', 'Entertainment')",2018-01-17,2018-03-09
Basketo,0.0,0.0,0.0,"(9.99,)",Rab nawaz Hussain,17+,"('EN',)",14779392.0,"('Games', 'Strategy', 'Entertainment', 'Sports')",2018-05-01,2018-08-01
One Touch Line Draw Game,0.0,0.0,0.0,"(0.99,)",Hirakumar Patel,4+,"('AR', 'HY', 'CA', 'CS', 'DA', 'NL', 'EN', 'FI', 'FR', 'DE', 'EL', 'HE', 'HU', 'ID', 'IT', 'JA', 'KO', 'MS', 'NB', 'FA', 'PL', 'PT', 'RO', 'RU', 'ZH', 'SK', 'ES', 'SV', 'TH', 'ZH', 'TR', 'UK', 'VI')",28189696.0,"('Games', 'Education', 'Board', 'Strategy')",2018-07-02,2018-09-04
Ships of Battle Age of Pirates,3.5,52.0,0.0,"(4.99, 3.99, 0.99, 0.99, 7.99, 8.99, 2.99, 9.99, 4.99, 2.99)",Artik Games Studio,12+,"('EN',)",722295808.0,"('Games', 'Strategy', 'Entertainment', 'Action')",2019-03-21,2019-11-04
Plumber Connect Pipes Water,0.0,0.0,0.0,"(1.99,)",Siriya Sappianlert,4+,"('EN',)",78071808.0,"('Games', 'Entertainment', 'Puzzle', 'Strategy')",2018-03-24,2018-03-24
Sky Kingdoms: Dragon War,5.0,2566.0,0.0,"(99.99, 19.99, 0.99, 99.99, 4.99, 99.99, 4.99, 19.99, 19.99, 4.99)",7 Pirates Limited,12+,"('AR', 'EN', 'FR', 'DE', 'JA', 'KO', 'PT', 'RU', 'ZH', 'ES', 'ZH')",137001984.0,"('Games', 'Strategy', 'Role Playing')",2018-04-22,2019-07-23
Doll House Design & Craft 2,3.0,45.0,0.0,"(0.0,)",Gulfam Asghar,4+,"('EN',)",218650624.0,"('Games', 'Strategy', 'Entertainment', 'Simulation')",2018-01-19,2018-01-19
Wars Mobile:World War II,3.5,18.0,0.0,"(0.99, 0.99, 9.99, 4.99, 0.99, 0.99, 4.99, 0.99, 4.99, 19.99)",Gamepip,12+,"('EN',)",489121792.0,"('Games', 'Strategy')",2018-03-08,2018-10-20
MOMON: Mobile Monsters,0.0,0.0,0.0,"(9.99, 5.99, 2.99)","MAENTRUS DIGITAL LAB, PT",9+,"('EN',)",561465344.0,"('Games', 'Strategy')",2018-06-26,2018-06-26
City Builder Mobile,0.0,0.0,0.99,"(0.0,)",BoomBox SL,4+,"('EN',)",448284672.0,"('Games', 'Strategy', 'Puzzle')",2018-10-20,2018-10-20
Cooking Crazy Burger,0.0,0.0,0.0,"(0.0,)",Whalesoft Studio,4+,"('EN',)",165107712.0,"('Games', 'Entertainment', 'Strategy', 'Casual')",2018-06-01,2018-06-01
Spin RockPaperScissors,0.0,0.0,0.0,"(0.0,)",Yang Sheng Kao,4+,"('EN',)",27757568.0,"('Games', 'Casino', 'Strategy', 'Entertainment')",2018-05-01,2018-05-01
FighterApplePicking,0.0,0.0,0.0,"(0.0,)",KYOSUKE YASUDA,4+,"('EN',)",15823872.0,"('Games', 'Action', 'Entertainment', 'Strategy')",2018-06-01,2018-06-01
Sensei Sudoku,0.0,0.0,0.0,"(0.0,)",Mark Lucking,4+,"('EN',)",8696832.0,"('Games', 'Puzzle', 'Strategy')",2018-07-01,2018-07-01
ZiggerZagger,0.0,0.0,0.0,"(0.0,)",Ryan Morrison,4+,"('EN',)",109208576.0,"('Games', 'Strategy', 'Puzzle')",2018-07-01,2018-07-01
Harvester Farming Simulator 18,0.0,0.0,0.0,"(1.99, 11.99)",Sublime Games,4+,"('EN',)",151652352.0,"('Games', 'Simulation', 'Strategy')",2018-01-29,2018-05-15
ISM Holidays,0.0,0.0,0.0,"(0.0,)",Scott Hood,4+,"('EN',)",31077376.0,"('Games', 'Entertainment', 'Simulation', 'Strategy')",2018-11-01,2018-12-02
Kit - The Drinking Game,5.0,8.0,0.99,"(0.0,)","Kit Studios, LLC",17+,"('EN',)",22906880.0,"('Games', 'Entertainment', 'Strategy', 'Trivia')",2018-06-04,2018-10-07
Math Facts To 100,0.0,0.0,2.99,"(0.0,)",Jany Wijaya,4+,"('EN',)",10895360.0,"('Education', 'Games', 'Board', 'Strategy')",2018-12-01,2018-12-01
TM Resource Tracker,0.0,0.0,0.0,"(1.99,)",Matthew Schatz,4+,"('EN',)",65371136.0,"('Games', 'Strategy', 'Entertainment', 'Board')",2019-01-22,2019-01-22
WD Speedup Calculator,0.0,0.0,0.0,"(0.0,)",Jonathan Guthrie,4+,"('EN',)",7980032.0,"('Games', 'Utilities', 'Strategy')",2018-07-02,2018-07-02
One Touch Connect Anime Maker,0.0,0.0,0.0,"(0.0,)",Pham Van Khai,4+,"('EN',)",31365120.0,"('Games', 'Puzzle', 'Strategy')",2018-08-01,2018-10-24
Skillz - Brain Games,3.5,7.0,0.0,"(2.99, 1.99)",Prashanthi G,4+,"('NL', 'EN', 'FR', 'DE', 'IT', 'JA', 'PT', 'RU', 'ZH', 'ES')",29462528.0,"('Games', 'Puzzle', 'Entertainment', 'Strategy')",2018-09-03,2019-02-07
"""3x3 Rubik's Cube Solver""",2.0,23.0,0.0,"(0.0,)",BENABBI Oussama,4+,"('EN',)",56676352.0,"('Games', 'Strategy', 'Simulation', 'Entertainment')",2018-08-01,2018-07-14
Line Up!!,0.0,0.0,0.0,"(1.99,)",Nathaniel Wilson,4+,"('EN',)",26680320.0,"('Games', 'Casual', 'Strategy', 'Entertainment')",2018-08-01,2018-08-01
Crypto Crush!,5.0,7.0,0.0,"(0.99, 1.99, 2.99, 0.99)",Julian Viole,4+,"('EN', 'HU')",31110144.0,"('Games', 'Strategy', 'Finance', 'Puzzle')",2018-11-01,2018-01-14
Bubble Magic Gem,5.0,9.0,0.0,"(1.99,)",Bulong Chen,4+,"('EN',)",88414208.0,"('Games', 'Puzzle', 'Entertainment', 'Strategy')",2019-07-06,2019-12-07
WoD - World of Domination,2.5,5.0,0.0,"(0.99,)",Hopes,4+,"('EN',)",197529600.0,"('Games', 'Board', 'Strategy')",2018-02-16,2019-02-13
Animaze!,0.0,0.0,0.0,"(2.99,)",Blyts,9+,"('EN',)",408862720.0,"('Games', 'Strategy', 'Puzzle')",2018-07-28,2018-07-28
Gotchaaa!,0.0,0.0,0.0,"(0.99,)",Isabella McClymont,12+,"('EN',)",32311296.0,"('Games', 'Word', 'Strategy', 'Entertainment')",2018-12-01,2018-12-01
Pedesis,5.0,11.0,0.0,"(0.0,)",SipRadius LLC,4+,"('EN',)",9394176.0,"('Games', 'Casual', 'Entertainment', 'Strategy')",2018-09-01,2018-01-04
AR_Craft St,0.0,0.0,0.0,"(19.99, 0.99, 0.99, 39.99, 99.99, 9.99, 0.99, 0.99, 4.99, 59.99)",Vicent Sun,9+,"('EN',)",440888320.0,"('Games', 'Simulation', 'Strategy', 'Entertainment')",2018-01-23,2018-03-10
City Car Transporter Trailer,0.0,0.0,0.0,"(0.0,)",Gulfam Asghar,4+,"('EN',)",137324544.0,"('Games', 'Entertainment', 'Simulation', 'Strategy')",2018-01-15,2018-03-19
City Real Road Construction,0.0,0.0,0.0,"(0.0,)",Gulfam Asghar,4+,"('EN',)",232242176.0,"('Games', 'Strategy', 'Simulation', 'Entertainment')",2018-01-22,2018-01-22
Offroad Fruit Delivery Truck,0.0,0.0,0.0,"(0.0,)",Sadiq Ullah,4+,"('EN',)",139374592.0,"('Games', 'Simulation', 'Strategy', 'Entertainment')",2018-01-15,2018-01-15
Space Station Simulator,4.5,47.0,0.0,"(0.99, 0.99, 1.99, 1.99, 2.99, 1.99, 3.99, 0.99, 1.99, 1.99)",appscraft,4+,"('EN', 'RU')",100813824.0,"('Games', 'Strategy', 'Entertainment', 'Simulation')",2018-03-18,2018-04-24
Spore Monsters.io Pitfall Crab,4.5,290.0,0.0,"(3.99, 0.99, 0.99, 3.99, 1.99, 6.99, 3.99, 0.99, 0.99, 1.99)",Vladimir Jirov,9+,"('EN',)",247640064.0,"('Games', 'Strategy', 'Role Playing', 'Entertainment')",2018-02-28,2019-07-29
I got Worms,4.5,32.0,0.0,"(1.99,)",Johannes Mock,4+,"('EN',)",64749568.0,"('Games', 'Strategy', 'Simulation')",2018-01-18,2018-12-02
Fruits Juice - Sweet Charm Pop,0.0,0.0,0.0,"(15.99, 6.99, 1.99, 4.99, 9.99, 29.99, 49.99, 1.99)",las Condes,4+,"('EN', 'JA', 'ZH', 'ZH')",86832128.0,"('Games', 'Strategy', 'Role Playing')",2018-01-15,2018-01-15
Man VS. Monster,4.5,6.0,0.0,"(0.0,)",Brown Lucy,4+,"('EN',)",183025664.0,"('Games', 'Entertainment', 'Adventure', 'Strategy')",2018-01-02,2018-01-02
Snake Blaster,4.0,5.0,0.0,"(0.0,)",Addictive Substance LLC,4+,"('EN',)",59892736.0,"('Games', 'Casual', 'Strategy')",2018-01-23,2018-01-23
Three Kingdoms : Massive War,4.5,289.0,0.0,"(0.99, 4.99, 19.99, 9.99, 2.99, 1.99, 2.99, 49.99, 0.99, 4.99)","Efun Games Co.,Ltd.",12+,"('EN', 'ZH')",170235904.0,"('Games', 'Strategy', 'Entertainment', 'Card')",2018-04-22,2018-07-31
Track your buddy,0.0,0.0,0.0,"(0.0,)",Shahzad Qureshi,9+,"('EN',)",34481152.0,"('Games', 'Strategy', 'Action', 'Entertainment')",2018-01-31,2018-01-31
Ancient Bowman,3.5,6.0,0.0,"(0.99, 1.99)",Ghulam Mustafa,9+,"('EN',)",109324288.0,"('Games', 'Simulation', 'Entertainment', 'Strategy')",2018-01-18,2018-01-18
Xtreme Battle,0.0,0.0,0.0,"(0.99, 0.99, 0.99, 0.99, 0.99)",Adrian Minca,4+,"('EN',)",58920960.0,"('Games', 'Action', 'Strategy')",2018-01-19,2018-01-19
SkatGenie,0.0,0.0,0.0,"(1.99,)",Torsten Palfner,4+,"('DE',)",281400320.0,"('Games', 'Strategy', 'Entertainment', 'Card')",2019-04-01,2019-07-25
Gladiator Rising,4.5,746.0,0.0,"(1.99, 8.99, 2.99, 0.99)",Happii Gamer Studios Inc.,12+,"('EN',)",110771200.0,"('Games', 'Role Playing', 'Strategy')",2018-08-03,2018-03-17
Secret Kingdom Defenders,4.5,596.0,0.0,"(0.99, 4.99, 4.99, 4.99, 9.99, 7.99, 19.99, 0.99, 4.99, 49.99)","WA&HF,LLC",9+,"('EN',)",143496192.0,"('Games', 'Adventure', 'Strategy')",2018-01-25,2018-02-07
Spell Tracker for Pathfinder,4.5,15.0,4.99,"(0.0,)",Caster Level Limited,4+,"('EN',)",27824128.0,"('Utilities', 'Role Playing', 'Games', 'Strategy')",2018-01-15,2019-07-22
